tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,usage_group
TA-19194,S-0066,8/1/2013,0,0,Yes,25,2.551148156,0 - 100
TA-19194,S-0066,8/1/2013,0,0,Yes,50,2.233993423,0 - 100
TA-19194,S-0066,8/1/2013,0,0,Yes,100,2.09489047,0 - 100
TA-19194,S-0066,8/1/2013,0,0,Yes,250,2.00864664,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,1,20.7791991,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,2,11.21448006,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,5,5.477874284,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,10,3.563817653,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,25,2.417609321,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,50,2.100454588,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,100,1.958569577,0 - 100
TA-19195,S-0066,8/1/2013,0,0,Yes,250,1.875107805,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,1,20.88491735,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,2,11.32019831,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,5,5.580810469,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,10,3.669535897,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,25,2.520545506,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,50,2.203390774,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,100,2.064287821,0 - 100
TA-19196,S-0066,8/1/2013,0,0,Yes,250,1.97804399,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,1,20.89882764,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,2,11.3341086,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,5,5.594720765,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,10,3.683446192,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,25,2.534455801,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,50,2.220083128,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,100,2.078198116,0 - 100
TA-19197,S-0066,8/1/2013,0,0,Yes,250,1.991954285,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,1,25.56712274,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,2,16.0024037,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,5,10.26301586,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,10,8.351741291,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,25,7.2027509,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,50,6.888378226,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,100,6.746493215,0 - 100
TA-19198,S-0066,10/1/2013,0,0,Yes,250,6.660249384,0 - 100
TA-19202,S-0030,2/12/2014,1,10,No,10,5.878490789,0 - 100
TA-19204,S-0030,2/12/2014,1,1,No,1,8.38234394,0 - 100
TA-19205,S-0030,2/12/2014,1,1,No,1,8.38234394,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,1,21.50809857,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,2,11.94337953,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,5,6.203991698,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,10,4.292717126,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,25,3.143726735,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,50,2.829354062,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,100,2.68746905,0 - 100
TA-19218,S-0066,4/14/2013,0,0,Yes,250,2.601225219,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,1,20.70686557,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,2,11.14214653,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,5,5.40275869,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,10,3.488702058,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,25,2.342493726,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,50,2.025338994,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,100,1.883453982,0 - 100
TA-19222,S-0066,11/2/2013,1,0,Yes,250,1.79999221,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,1,20.52881379,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,2,10.96409475,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,5,5.22470691,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,10,3.310650278,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,25,2.164441947,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,50,1.847287214,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,100,1.705402202,0 - 100
TA-19224,S-0066,8/1/2013,0,0,Yes,250,1.621940431,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,1,21.06018707,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,2,11.49546803,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,5,5.75608019,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,10,3.842023558,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,25,2.695815227,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,50,2.378660494,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,100,2.236775482,0 - 100
TA-19225,S-0066,11/2/2013,1,0,Yes,250,2.153313711,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,1,20.55663438,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,2,10.99191534,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,5,5.252527501,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,10,3.338470869,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,25,2.192262537,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,50,1.875107805,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,100,1.736004852,0 - 100
TA-19226,S-0066,8/1/2013,0,0,Yes,250,1.649761021,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,1,20.78754528,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,2,11.22282624,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,5,5.483438402,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,10,3.57216383,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,25,2.423173439,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,50,2.108800766,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,100,1.966915754,0 - 100
TA-19229,S-0066,8/1/2013,0,0,Yes,250,1.883453982,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,1,21.10748207,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,2,11.54276303,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,5,5.806157253,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,10,3.892100622,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,25,2.743110231,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,50,2.428737557,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,100,2.286852545,0 - 100
TA-19230,S-0066,11/2/2013,1,0,Yes,250,2.203390774,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,1,22.22308775,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,2,12.65836871,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,5,6.918980876,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,10,5.007706304,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,25,3.858715913,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,50,3.544343239,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,100,3.402458227,0 - 100
TA-19233,S-0066,6/1/2013,0,0,Yes,250,3.318996456,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,1,22.38722924,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,2,12.8225102,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,5,7.083122361,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,10,5.171847788,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,25,4.022857397,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,50,3.708484724,0 - 100
TA-19235,S-0066,2/1/2014,1,0,Yes,100,3.566599712,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,1,22.34271629,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,2,12.77799725,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,5,7.038609416,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,10,5.127334843,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,25,3.978344452,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,50,3.663971779,0 - 100
TA-19236,S-0066,2/1/2014,1,0,Yes,100,3.522086767,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,1,21.89758684,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,2,12.3328678,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,5,6.593479966,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,10,4.682205394,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,25,3.533215003,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,50,3.21884233,0 - 100
TA-19237,S-0066,2/1/2014,1,0,Yes,100,3.076957318,0 - 100
TA-19238,S-0030,2/4/2014,777,1,No,1,36.13338304,700 - 800
TA-19239,S-0030,2/12/2014,1,1,No,1,3.191021739,0 - 100
TA-19242,S-0030,2/12/2014,1,1,No,1,3.191021739,0 - 100
TA-19245,S-0030,2/12/2014,1,1,No,1,3.118688204,0 - 100
TA-19247,S-0030,1/31/2014,200,1,No,1,29.60945455,200 - 300
TA-19248,S-0030,1/31/2014,2400,1,No,1,34.19150582,2000 - 3000
TA-19250,S-0072,3/11/2009,4,1,Yes,1,15.85217251,0 - 100
TA-19250,S-0072,1/1/2013,20,0,Yes,5,16.65340552,0 - 100
TA-19250,S-0072,1/1/2013,20,0,Yes,10,13.47072996,0 - 100
TA-19250,S-0072,1/1/2013,20,0,Yes,15,11.75698158,0 - 100
TA-19250,S-0072,1/1/2013,20,0,Yes,20,10.12391291,0 - 100
TA-19253,S-0072,5/12/2003,8,7,No,1,9.806758178,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,1,22.17301069,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,2,12.60829165,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,5,6.868903813,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,10,4.954847181,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,25,3.80863885,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,50,3.491484117,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,100,3.352381164,0 - 100
TA-19254,S-0066,8/1/2013,1,0,Yes,250,3.266137334,0 - 100
TA-19255,S-0072,7/13/2010,50,1,No,1,6.148350517,0 - 100
TA-19256,S-0018,5/6/2011,100,1,Yes,1,2.128275179,100 - 200
TA-19256,S-0041,2/7/2013,1,0,Yes,1,28.31023297,0 - 100
TA-19256,S-0041,2/7/2013,1,0,Yes,6,8.585434252,0 - 100
TA-19256,S-0041,2/7/2013,1,0,Yes,20,4.943718945,0 - 100
TA-19257,S-0041,7/22/2014,627,0,Yes,1,25.50591744,600 - 700
TA-19257,S-0041,7/22/2014,627,0,Yes,6,5.781118722,600 - 700
TA-19257,S-0041,7/22/2014,627,0,Yes,20,2.142185474,600 - 700
TA-19259,S-0066,7/7/2005,12,4,No,4,36.31143482,0 - 100
TA-19260,S-0030,2/12/2014,1,1,No,1,2.670776695,0 - 100
TA-19262,S-0030,2/12/2014,1,1,No,1,2.670776695,0 - 100
TA-19263,S-0030,2/12/2014,1,1,No,1,2.670776695,0 - 100
TA-19264,S-0030,2/12/2014,1,1,No,1,2.670776695,0 - 100
TA-19269,S-0030,2/12/2014,1,1,No,1,2.217301069,0 - 100
TA-19270,S-0030,2/12/2014,1,1,No,1,2.217301069,0 - 100
TA-19275,S-0030,2/12/2014,1,1,No,1,2.217301069,0 - 100
TA-19276,S-0062,4/4/2011,174,1,No,1,2.698597286,100 - 200
TA-19277,S-0026,9/1/1995,40,1,Yes,1,21.88645861,0 - 100
TA-19277,S-0066,1/31/1996,0,0,Yes,2,23.00762841,0 - 100
TA-19277,S-0066,1/31/1996,0,0,Yes,5,12.57490694,0 - 100
TA-19277,S-0066,1/31/1996,0,0,Yes,10,9.097333118,0 - 100
TA-19277,S-0066,1/31/1996,0,0,Yes,15,7.93999655,0 - 100
TA-19277,S-0066,1/31/1996,0,0,Yes,20,7.358546207,0 - 100
TA-19278,S-0066,12/27/2010,1,0,Yes,2,124.7224896,0 - 100
TA-19278,S-0066,12/27/2010,1,0,Yes,5,61.23868397,0 - 100
TA-19281,S-0062,7/16/2009,12,1,Yes,1,3.95608798,0 - 100
TA-19281,S-0062,8/6/2014,8,0,Yes,1,75.43274929,0 - 100
TA-19281,S-0062,8/6/2014,8,0,Yes,2,40.90461432,0 - 100
TA-19281,S-0062,8/6/2014,8,0,Yes,5,18.22805095,0 - 100
TA-19281,S-0062,8/6/2014,8,0,Yes,10,11.32298036,0 - 100
TA-19281,S-0062,8/6/2014,8,0,Yes,20,7.878791251,0 - 100
TA-19284,S-0062,4/25/2005,136,30,No,1,4.568140972,100 - 200
TA-19285,S-0062,8/1/1992,29,1,No,1,1.427196297,0 - 100
TA-19286,S-0072,3/11/2009,4,1,Yes,1,10.13504115,0 - 100
TA-19286,S-0072,1/4/2013,13,0,Yes,5,11.86269982,0 - 100
TA-19286,S-0072,1/4/2013,13,0,Yes,10,8.482498066,0 - 100
TA-19286,S-0072,1/4/2013,13,0,Yes,15,7.400277093,0 - 100
TA-19286,S-0072,1/4/2013,13,0,Yes,20,6.281889352,0 - 100
TA-19287,S-0062,5/9/2005,400,1,No,1,8.88589663,400 - 500
TA-19291,S-0072,1/16/2013,100,1,Yes,1,4.63491039,100 - 200
TA-19294,S-0072,12/6/2012,10,0,Yes,4,14.1606806,0 - 100
TA-19294,S-0072,12/6/2012,10,0,Yes,8,11.22839036,0 - 100
TA-19294,S-0072,12/6/2012,10,0,Yes,12,9.013871346,0 - 100
TA-19294,S-0072,12/6/2012,10,0,Yes,16,8.838601626,0 - 100
TA-19295,S-0072,3/2/2012,13,0,Yes,5,5.419451044,0 - 100
TA-19295,S-0072,3/2/2012,13,0,Yes,10,4.743410693,0 - 100
TA-19295,S-0072,3/2/2012,13,0,Yes,15,4.064588283,0 - 100
TA-19295,S-0072,3/2/2012,13,0,Yes,20,3.388547932,0 - 100
TA-19298,S-0013,5/1/2011,15,15,No,15,9.331026079,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,1,21.55539358,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,2,11.99067454,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,5,6.251286702,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,10,4.337230071,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,25,3.191021739,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,50,2.873867006,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,100,2.734764054,0 - 100
TA-19301,S-0066,8/11/2013,0,0,Yes,250,2.648520223,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,1,43.2777107,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,2,33.08702837,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,5,26.97206256,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,10,24.93559533,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,25,23.71148935,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,50,23.37207814,0 - 100
TA-19302,S-0066,2/1/2014,1,0,Yes,100,23.21628284,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,1,25.06635211,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,2,14.87566978,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,5,8.760703972,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,10,6.724236742,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,25,5.500130757,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,50,5.160719552,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,100,5.004924245,0 - 100
TA-19304,S-0066,10/1/2013,0,0,Yes,250,4.913116296,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,1,20.74581439,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,2,11.18109535,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,5,5.441707517,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,10,3.527650885,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,25,2.381442553,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,50,2.064287821,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,100,1.922402809,0 - 100
TA-19306,S-0066,3/31/2013,0,0,Yes,250,1.838941037,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,1,21.53035505,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,2,11.96563601,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,5,6.22903023,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,10,4.314973598,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,25,3.165983207,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,50,2.851610534,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,100,2.709725522,0 - 100
TA-19308,S-0066,3/31/2013,0,0,Yes,250,2.62626375,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,1,21.15755913,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,2,11.59284009,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,5,5.853452257,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,10,3.939395625,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,25,2.793187294,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,50,2.476032561,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,100,2.334147549,0 - 100
TA-19309,S-0066,6/1/2013,0,0,Yes,250,2.250685778,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,1,21.15755913,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,2,11.59284009,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,5,5.853452257,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,10,3.939395625,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,25,2.793187294,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,50,2.476032561,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,100,2.334147549,0 - 100
TA-19310,S-0066,6/1/2013,0,0,Yes,250,2.250685778,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,1,21.01011,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,2,11.44539096,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,5,5.706003127,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,10,3.791946495,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,25,2.645738164,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,50,2.328583431,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,100,2.189480478,0 - 100
TA-19313,S-0066,7/21/2013,0,0,Yes,250,2.103236648,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,1,21.61659888,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,2,12.05187984,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,5,6.315274061,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,10,4.401217429,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,25,3.252227038,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,50,2.937854365,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,100,2.795969353,0 - 100
TA-19314,S-0066,6/1/2013,0,0,Yes,250,2.712507581,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,1,20.56219849,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,2,10.99747945,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,5,5.258091619,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,10,3.346817046,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,25,2.197826655,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,50,1.883453982,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,100,1.74156897,0 - 100
TA-19315,S-0066,7/21/2013,0,0,Yes,250,1.655325139,0 - 100
TA-19316,S-0062,5/9/2005,827,1,No,1,1.794428092,800 - 900
TA-19320,S-0066,7/21/2013,0,0,Yes,1,21.19929002,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,2,11.63457098,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,5,5.897965202,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,10,3.98390857,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,25,2.83491818,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,50,2.520545506,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,100,2.378660494,0 - 100
TA-19320,S-0066,7/21/2013,0,0,Yes,250,2.295198722,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,1,20.70408351,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,2,11.13936447,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,5,5.399976631,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,10,3.485919999,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,25,2.339711667,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,50,2.022556935,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,100,1.883453982,0 - 100
TA-19321,S-0066,7/21/2013,0,0,Yes,250,1.797210151,0 - 100
TA-19323,S-0072,1/16/2013,350,1,Yes,1,6.443248777,300 - 400
TA-19323,S-0072,1/16/2013,350,10,Yes,1,6.960711762,300 - 400
TA-19324,S-0064,4/3/2014,20,0,Yes,10,7.094250597,0 - 100
TA-19324,S-0064,4/3/2014,20,0,Yes,15,5.291476327,0 - 100
TA-19324,S-0064,4/3/2014,20,0,Yes,20,4.392871252,0 - 100
TA-19325,S-0072,4/26/2002,25,1,No,1,7.711867708,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,1,30.41625168,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,2,18.55633391,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,5,11.43982684,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,10,9.069512528,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,25,7.64509829,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,50,7.236135609,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,100,7.049737652,0 - 100
TA-19330,S-0066,5/1/2013,0,0,Yes,250,6.93845529,0 - 100
TA-19331,S-0072,9/11/2003,15,1,No,1,6.969057939,0 - 100
TA-19335,S-0064,2/9/2005,20,1,No,1,5.091168075,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,1,20.94612264,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,2,11.3814036,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,5,5.642015769,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,10,3.730741196,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,25,2.581750805,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,50,2.267378132,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,100,2.12549312,0 - 100
TA-19336,S-0066,8/1/2013,0,0,Yes,250,2.039249289,0 - 100
TA-19341,S-0072,8/1/2014,4,0,Yes,3,13.38170407,0 - 100
TA-19341,S-0072,8/1/2014,4,0,Yes,5,9.687129638,0 - 100
TA-19341,S-0072,8/1/2014,4,0,Yes,7,7.756380652,0 - 100
TA-19341,S-0072,8/1/2014,4,0,Yes,9,6.982968234,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,1,21.44967533,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,2,11.88495629,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,5,6.145568458,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,10,4.234293886,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,25,3.085303495,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,50,2.770930821,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,100,2.629045809,0 - 100
TA-19342,S-0066,7/21/2013,0,0,Yes,250,2.542801979,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,1,21.05184089,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,2,11.48712185,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,5,5.750516072,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,10,3.83645944,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,25,2.68746905,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,50,2.373096376,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,100,2.231211364,0 - 100
TA-19343,S-0066,8/4/2013,0,0,Yes,250,2.147749592,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,1,20.62896791,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,2,11.06424887,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,5,5.324861036,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,10,3.410804405,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,25,2.264596073,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,50,1.94744134,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,100,1.808338387,0 - 100
TA-19344,S-0066,8/11/2013,0,0,Yes,250,1.722094557,0 - 100
TA-19347,S-0072,1/16/2013,900,1,Yes,1,1.716530439,900 - 1000
TA-19347,S-0072,4/15/2013,13,1,Yes,1,11.6874301,0 - 100
TA-19351,S-0026,7/10/2008,7,1,No,1,90.56158644,0 - 100
TA-19352,S-0066,8/1/2013,0,0,Yes,1,20.98785353,0 - 100
TA-19352,S-0066,8/1/2013,0,0,Yes,2,11.42313449,0 - 100
TA-19352,S-0066,8/1/2013,0,0,Yes,5,5.683746655,0 - 100
TA-19352,S-0066,8/1/2013,0,0,Yes,10,3.769690023,0 - 100
TA-19352,S-0066,8/1/2013,0,0,Yes,25,2.623481691,0 - 100
TA-19352,S-0066,8/1/2013,0,0,Yes,50,2.306326959,0 - 100
